rows: 639
cols: 6
0.286715,0.377980,-0.106367,-0.170000,-0.928000,0.044000
0.366610,0.388632,-0.127672,-0.170000,-0.928000,0.044000
0.350631,0.367327,-0.090388,-0.170000,-0.928000,0.044000
0.180189,0.287432,-0.063757,-0.170000,-0.928000,0.044000
0.089641,0.101011,0.090707,-0.122000,-0.944000,0.032000
-0.038191,-0.064105,0.202560,0.208000,-0.874000,0.114000
0.031051,0.063727,0.053422,0.332000,-0.938000,0.140000
0.132252,0.356674,-0.191588,0.370000,-0.954000,0.192000
-0.000906,0.607012,-0.330072,0.296000,-0.956000,0.220000
-0.245917,0.734843,-0.431272,0.216000,-0.910000,0.186000
-0.421686,0.926591,-0.473883,0.204000,-0.908000,0.150000
-0.501581,0.985180,-0.479209,0.204000,-0.954000,0.128000
-0.474949,0.990507,-0.452578,0.144000,-0.952000,0.052000
-0.379075,0.937243,-0.457904,0.086000,-0.946000,-0.014000
-0.336465,0.873328,-0.463230,0.052000,-0.946000,-0.052000
-0.166022,0.889307,-0.484535,0.040000,-0.930000,-0.070000
-0.096780,0.883980,-0.495188,0.028000,-0.930000,-0.060000
-0.027538,0.852022,-0.468556,-0.010000,-0.922000,-0.058000
-0.000906,0.718864,-0.393988,-0.024000,-0.906000,-0.040000
-0.022212,0.612338,-0.335398,-0.050000,-0.890000,-0.034000
-0.070149,0.463201,-0.314093,-0.060000,-0.872000,-0.038000
-0.011559,0.351348,-0.282135,-0.058000,-0.902000,-0.046000
0.025725,0.292758,-0.255504,-0.034000,-0.966000,-0.054000
0.057683,0.255474,-0.228872,0.012000,-0.996000,-0.068000
0.105620,0.244822,-0.212893,0.050000,-0.996000,-0.072000
0.094967,0.244822,-0.212893,0.050000,-1.010000,-0.080000
0.148231,0.292758,-0.191588,0.080000,-1.002000,-0.080000
0.185515,0.319390,-0.207567,0.094000,-1.026000,-0.074000
0.222799,0.330043,-0.223546,0.088000,-1.046000,-0.062000
0.260083,0.303411,-0.212893,0.080000,-1.076000,-0.054000
0.276062,0.303411,-0.255504,0.050000,-1.052000,-0.044000
0.260083,0.271453,-0.234198,0.026000,-1.020000,-0.052000
0.260083,0.271453,-0.260830,0.020000,-0.986000,-0.052000
0.286715,0.303411,-0.170282,0.018000,-0.970000,-0.056000
0.318673,0.266127,-0.111693,0.028000,-0.988000,-0.044000
0.371936,0.223516,-0.010494,0.036000,-0.984000,-0.028000
0.313347,0.175579,0.090707,0.048000,-0.954000,-0.016000
0.228125,0.138295,0.122665,0.066000,-0.918000,0.000000
