rows: 549
cols: 6
0.113256,-0.047081,-0.231260,0.208000,-0.866000,-0.064000
0.081299,-0.036429,-0.209955,0.226000,-0.870000,-0.060000
0.022709,0.011508,-0.188650,0.232000,-0.852000,-0.078000
-0.003923,-0.004471,-0.204629,0.246000,-0.832000,-0.094000
-0.126428,0.032814,-0.183323,0.248000,-0.800000,-0.118000
-0.126428,0.043466,-0.140713,0.228000,-0.780000,-0.154000
-0.126428,0.064771,-0.140713,0.188000,-0.786000,-0.170000
-0.046533,0.107382,-0.108755,0.152000,-0.808000,-0.154000
-0.046533,0.155319,-0.119407,0.116000,-0.866000,-0.134000
-0.041207,0.149992,-0.071471,0.094000,-0.924000,-0.144000
0.012056,0.187277,-0.071471,0.100000,-0.988000,-0.132000
-0.003923,0.235214,-0.066144,0.126000,-1.056000,-0.136000
-0.057186,0.213908,-0.087450,0.166000,-1.100000,-0.162000
-0.115775,0.277824,-0.114081,0.182000,-1.116000,-0.152000
-0.163712,0.309782,-0.114081,0.164000,-1.122000,-0.172000
-0.211649,0.331087,-0.044839,0.146000,-1.098000,-0.226000
-0.264912,0.352393,-0.034186,0.124000,-1.064000,-0.268000
-0.296870,0.410982,-0.007555,0.122000,-1.042000,-0.314000
-0.206323,0.410982,0.008424,0.156000,-1.052000,-0.320000
-0.073165,0.256519,-0.076797,0.220000,-1.092000,-0.252000
0.171846,-0.052408,-0.199302,0.284000,-1.198000,-0.132000
0.209130,-0.249482,-0.337787,0.310000,-1.404000,0.088000
0.038688,-0.286766,-0.401703,0.254000,-1.602000,0.264000
-0.089144,-0.212197,-0.449639,0.060000,-1.684000,0.314000
-0.147733,-0.148282,-0.454966,-0.170000,-1.612000,0.262000
0.038688,-0.254808,-0.566819,-0.248000,-1.340000,0.096000
0.044014,-0.435903,-0.609429,-0.188000,-1.132000,0.150000
0.033362,-0.606345,-0.646713,-0.058000,-1.072000,0.316000
0.070646,-0.771461,-0.636061,0.106000,-1.144000,0.354000
0.097278,-0.872661,-0.561492,0.220000,-1.326000,0.392000
0.171846,-0.867335,-0.407029,0.300000,-1.508000,0.402000
0.241088,-0.872661,-0.257892,0.336000,-1.538000,0.360000
0.225109,-0.877988,-0.172671,0.340000,-1.368000,0.324000
0.187825,-0.851356,-0.103429,0.330000,-1.200000,0.336000
0.203804,-0.835377,-0.050165,0.324000,-1.098000,0.298000
0.177172,-0.824725,-0.012881,0.304000,-1.086000,0.254000
0.102604,-0.819398,0.061687,0.256000,-1.090000,0.224000
0.118583,-0.830051,0.093645,0.196000,-1.076000,0.184000
0.070646,-0.824725,0.098972,0.142000,-1.036000,0.154000
0.012056,-0.760809,0.109624,0.120000,-0.958000,0.138000
-0.025228,-0.728851,0.141582,0.120000,-0.882000,0.126000
-0.115775,-0.686240,0.162888,0.120000,-0.828000,0.140000
-0.142407,-0.638303,0.200172,0.120000,-0.774000,0.122000
-0.185018,-0.616998,0.242782,0.130000,-0.738000,0.104000
-0.185018,-0.569061,0.296045,0.140000,-0.712000,0.094000
-0.227628,-0.563735,0.280066,0.150000,-0.690000,0.078000
-0.206323,-0.531777,0.253435,0.170000,-0.682000,0.062000
-0.131754,-0.505145,0.221477,0.188000,-0.656000,0.030000
-0.046533,-0.483840,0.226803,0.188000,-0.660000,0.026000
0.038688,-0.483840,0.210824,0.170000,-0.694000,0.046000
0.091951,-0.478514,0.168214,0.136000,-0.732000,0.046000
0.134562,-0.473187,0.184193,0.118000,-0.746000,0.038000
0.171846,-0.451882,0.152235,0.122000,-0.770000,0.034000
0.161193,-0.483840,0.061687,0.128000,-0.808000,0.048000
0.118583,-0.483840,0.003098,0.138000,-0.818000,0.034000
0.134562,-0.515798,-0.039513,0.132000,-0.796000,0.022000
0.150541,-0.553082,-0.082123,0.124000,-0.804000,0.002000
0.049341,-0.505145,-0.092776,0.102000,-0.814000,-0.018000
0.012056,-0.553082,-0.098102,0.094000,-0.826000,-0.070000
-0.014575,-0.574387,-0.066144,0.080000,-0.894000,-0.126000
-0.035881,-0.547756,-0.050165,0.092000,-0.962000,-0.156000
-0.078491,-0.585040,-0.060818,0.104000,-1.008000,-0.182000
-0.147733,-0.569061,-0.023534,0.144000,-1.006000,-0.194000
-0.280891,-0.547756,-0.007555,0.198000,-0.972000,-0.194000
-0.366113,-0.510471,-0.044839,0.238000,-0.944000,-0.222000
-0.435355,-0.435903,0.035056,0.270000,-0.958000,-0.264000
-0.472639,-0.334703,0.051035,0.272000,-0.974000,-0.298000
-0.414049,-0.201545,0.067014,0.256000,-0.984000,-0.338000
-0.232955,-0.057734,0.162888,0.238000,-1.028000,-0.326000
0.107930,0.048793,0.290719,0.230000,-1.144000,-0.226000
0.384899,0.011508,0.418551,0.230000,-1.326000,-0.080000
-0.153060,0.038140,0.546383,0.300000,-1.700000,0.240000
-0.584492,0.144666,0.391919,0.504000,-1.850000,0.292000
