rows: 235
cols: 6
0.000000,0.000000,0.000000,0.030799,0.902262,-0.043710
0.000000,0.000000,0.000000,0.084764,0.900117,-0.075420
0.000000,0.000000,0.000000,0.094820,0.901224,-0.086302
0.000000,0.000000,0.000000,0.102332,0.902066,-0.112085
0.000000,0.000000,0.000000,0.077086,0.902692,-0.139592
0.000000,0.000000,0.000000,0.055728,0.902692,-0.143224
0.000000,0.000000,0.000000,-0.011213,0.899970,-0.141889
0.000000,0.000000,0.000000,-0.034733,0.898657,-0.137877
0.000000,0.000000,0.000000,-0.121722,0.878523,-0.080804
0.000000,0.000000,0.000000,-0.180231,0.857750,-0.029961
0.000000,0.000000,0.000000,-0.210006,0.835219,-0.000266
0.000000,0.000000,0.000000,-0.176016,0.811168,0.000454
0.000000,0.000000,0.000000,-0.078266,0.789287,-0.036914
0.000000,0.000000,0.000000,0.033294,0.770558,-0.117958
0.000000,0.000000,0.000000,0.099914,0.758129,-0.229244
0.000000,0.000000,0.000000,0.101890,0.756475,-0.275449
0.000000,0.000000,0.000000,0.031223,0.836292,-0.357165
0.000000,0.000000,0.000000,-0.041912,0.961063,-0.333812
0.000000,0.000000,0.000000,-0.088306,1.151480,-0.190549
0.000000,0.000000,0.000000,-0.048709,1.407690,0.125515
0.000000,0.000000,0.000000,-0.017491,1.565280,0.361888
0.000000,0.000000,0.000000,0.304136,1.878390,0.933245
0.000000,0.000000,0.000000,0.838700,1.821980,1.187900
0.000000,0.000000,0.000000,0.901127,1.608820,0.968234
0.000000,0.000000,0.000000,0.741191,1.209900,0.408583
0.000000,0.000000,0.000000,0.235337,0.831688,-0.087189
0.000000,0.000000,0.000000,-0.053302,0.848194,0.075646
0.000000,0.000000,0.000000,-0.218691,0.940905,0.324334
0.000000,0.000000,0.000000,-0.280148,1.109010,0.501294
0.000000,0.000000,0.000000,-0.259974,1.216310,0.555736
0.000000,0.000000,0.000000,-0.126166,1.486090,0.596599
0.000000,0.000000,0.000000,-0.066151,1.539340,0.562838
0.000000,0.000000,0.000000,0.060729,1.586290,0.471617
0.000000,0.000000,0.000000,0.151744,1.572960,0.335323
0.000000,0.000000,0.000000,0.163684,1.507920,0.203106
0.000000,0.000000,0.000000,0.076722,1.292290,0.100099
0.000000,0.000000,0.000000,-0.010613,1.094780,0.125101
0.000000,0.000000,0.000000,-0.059169,0.924717,0.170586
0.000000,0.000000,0.000000,-0.066555,0.807376,0.215198
0.000000,0.000000,0.000000,-0.060357,0.768479,0.211046
0.000000,0.000000,0.000000,-0.060067,0.724899,0.205815
0.000000,0.000000,0.000000,-0.099609,0.742352,0.189153
0.000000,0.000000,0.000000,-0.143884,0.796572,0.174357
0.000000,0.000000,0.000000,-0.123913,0.825544,0.140797
0.000000,0.000000,0.000000,-0.002085,0.835672,0.075499
0.000000,0.000000,0.000000,0.148947,0.806885,0.014354
0.000000,0.000000,0.000000,0.257744,0.755641,-0.066885
0.000000,0.000000,0.000000,0.265193,0.734258,-0.121968
0.000000,0.000000,0.000000,0.114656,0.763712,-0.114499
0.000000,0.000000,0.000000,0.067702,0.776277,-0.086441
0.000000,0.000000,0.000000,-0.053714,0.817569,-0.055022
0.000000,0.000000,0.000000,-0.159539,0.862276,-0.040629
0.000000,0.000000,0.000000,-0.236377,0.897630,-0.040789
0.000000,0.000000,0.000000,-0.229643,0.887393,-0.044853
0.000000,0.000000,0.000000,-0.220989,0.876411,-0.047967
0.000000,0.000000,0.000000,-0.177930,0.834936,-0.066952
0.000000,0.000000,0.000000,-0.156419,0.821981,-0.074738
0.000000,0.000000,0.000000,-0.090505,0.790566,-0.075490
0.000000,0.000000,0.000000,-0.040212,0.796067,-0.057528
0.000000,0.000000,0.000000,-0.023284,0.804348,-0.049035
0.000000,0.000000,0.000000,0.010214,0.887526,-0.000837
0.000000,0.000000,0.000000,0.003845,0.928722,0.021023
0.000000,0.000000,0.000000,-0.088054,1.052630,0.064210
0.000000,0.000000,0.000000,-0.166272,1.099960,0.045915
0.000000,0.000000,0.000000,-0.191309,1.102500,0.025656
0.000000,0.000000,0.000000,-0.184993,1.069920,-0.105363
0.000000,0.000000,0.000000,-0.150506,1.042790,-0.154781
0.000000,0.000000,0.000000,-0.041274,1.037440,-0.191681
0.000000,0.000000,0.000000,-0.023154,1.053550,-0.173901
0.000000,0.000000,0.000000,0.031118,1.172100,0.015115
